,season,episode_number,title,airdate,rating,total_votes,desc,series
460,2,17,Dreadnought,1997-06-22,7.5,1701,B'Elanna confronts her Maquis past when Voyager discovers a Cardassian super-weapon in the Delta Quadrant with artificial intelligence that B'Elanna once modified.,VOY
461,2,18,Death Wish,1997-07-13,8.3,2012,"As Voyager's captain, Janeway conducts a hearing for asylum tied to a suicidal Q's right to die.",VOY
462,2,19,Lifesigns,1997-07-20,7.5,1677,The Doctor saves a Vidiian dying from the Phage by placing her consciousness in a holographic body and then thinks that he is falling in love with her.,VOY
463,2,20,Investigations,1997-07-27,7.6,1625,Tom Paris leaves Voyager and joins a Talaxian space convoy.,VOY
464,2,21,Deadlock,1997-08-17,8.2,1897,"A schism duplicates everything in Voyager; except the antimatter, which both ships share. As one ship rips apart, the other comes under attack from organ-harvesting Vidiians.",VOY
465,2,22,Innocence,1997-08-24,6.7,1659,Tuvok crashes on a planet where he finds some children who know that they are all going to die.,VOY
466,2,23,The Thaw,1997-08-31,7.1,1939,Voyager finds a group of people in connected stasis chambers where something has gone terribly wrong.,VOY
467,2,24,Tuvix,1997-09-14,7.7,2038,"Transporter trouble merges Tuvok and Neelix into one, creating Tuvix.",VOY
468,2,25,Resolutions,1997-09-21,7.3,1629,Captain Janeway and Chakotay contract an incurable virus and they can only survive if they stay behind together on a planet which negates the effects of the disease.,VOY
469,2,26,"Basics, Part I",1997-09-28,7.7,1619,"Seska knows Voyager, and her Kazon cohorts want it, so the Voyager crew wonders what to make of her distress call announcing the birth of Chatotay's son.",VOY
470,3,1,"Basics, Part II",1997-10-05,7.8,1644,"With almost the entire crew of Voyager marooned on a desolate planet by the Kazon, Tom Paris heads out to fetch help while Lon Suder and the Doctor, still on Voyager, try to assist.",VOY
471,3,2,Flashback,1997-10-12,7.7,1808,"Captain Janeway participates in a mind meld with Tuvok, who relives his experiences on the U.S.S. Excelsior under the command of Captain Sulu at the time of Star Trek VI: The Undiscovered Country (1991).",VOY
472,3,3,The Chute,1997-10-19,6.7,1531,"Convicted of a crime they didn't commit, Harry and Tom wind up in an unsupervised, crowded prison, a hellhole where implants ramp up everyone's aggression.",VOY
473,3,4,The Swarm,1997-11-02,7.1,1517,Voyager is attacked by swarms of tiny spaceships which attach themselves to Voyager's hull. The Doctor is losing his memory and Torres activates the Jupiter Station diagnostic program run by a familiar hologram.,VOY
474,3,5,False Profits,1997-11-09,6.5,1653,Voyager comes across a pair of Alpha Quadrant Ferengis who have set themselves up as gods on a primitive planet. Voyager wants to end their reign and use the nearby wormhole to return home.,VOY
475,3,6,Remember,1997-11-16,7.0,1559,"Lieutenant Torres starts having vivid dreams about another life, another love and another planet.",VOY
476,3,7,Sacred Ground,1997-11-23,5.8,1707,"After Kes is injured by an energy field on a planet's sacred ground, Janeway must undergo a spiritual quest in order to save her life.",VOY
477,3,8,Future's End,1997-12-07,8.2,1964,A timeship from the future who tries to stop Voyager gets thrown with Voyager into the twentieth century. His timeship is found in the 1960's and Voyager finds a company that has benefited from its technology exists in 1996.,VOY
478,3,9,"Future's End, Part II",1997-12-14,8.2,1857,"As the Voyager crew pit their 24th century technology against Starling's stolen 29th century technology, Chakotay and Torres fall into the hands of paranoid white supremacists.",VOY
479,3,10,Warlord,1997-12-21,6.6,1562,"A dying warlord, determined to retake his home planet, takes over Kes's body.",VOY
480,3,11,The Q And The Grey,1997-12-28,7.1,1674,"Due to the death of the Q in their last encounter with Voyager, a Civil War has broken out among the Q continuum. A new Q needs to be produced and the mischievous Q known to the USS Enterprise has chosen Janeway as his mate.",VOY
481,3,12,Macrocosm,1998-09-06,7.1,1582,"After returning from a first contact mission, Janeway, Neelix and the Doctor must retake Voyager from an infestation of microorganisms that grow to an alarming size.",VOY
482,3,13,Fair Trade,1998-09-06,6.7,1463,"Voyager heads into a section of space that Neelix has no knowledge of, so he tries to obtain a map of it from a less-than-reputable friend.",VOY
483,3,14,Alter Ego,1998-09-13,6.7,1516,Ens. Kim and Lt. Tuvok become rivals in love over what at first seems to be a holodeck character.,VOY
484,3,15,Coda,1998-09-20,7.0,1570,Chakotay and Janeway crash on a planet and are stuck in a time loop where Janeway dies.,VOY
485,3,16,Blood Fever,1998-09-27,7.1,1574,"Ensign Vorik's attempt to make B'Elanna his mate during Pon farr biochemically destabilizes B'Elanna, heightening her own aggressive emotions towards taking a mate.",VOY
486,3,17,Unity,1998-10-04,7.8,1775,Chakotay finds a planet of unassimilated Borg drones from all over the galaxy.,VOY
487,3,18,Darkling,1998-10-11,6.2,1462,"As Kes develops a relationship with a Mikhal Traveler, a member of Voyager's crew develops a dangerously ruthless split personality with a fixation on Kes.",VOY
488,3,19,Rise,1998-10-18,6.7,1464,"While helping a planet being bombarded by asteroids, Neelix and Tuvok get trapped on the surface, where Tuvok's negative attitude gets the better of Neelix's nerves.",VOY
489,3,20,Favorite Son,1998-10-25,6.0,1511,"Ensign Kim's DNA changes, bringing with it memories of the region while a planet of alien women claim him as a favorite son returning home to mate.",VOY
490,3,21,Before And After,1998-11-01,7.7,1678,"On her deathbed, Kes relives her life, jumping backwards in spurts of time towards birth, gaining knowledge as to why as she goes.",VOY
491,3,22,Real Life,1998-11-08,7.3,1654,"As Janeway leads an investigation into an unheard of space phenomena, B'elanna tweaks the Doctor's all too sugary creation of a holographic family towards ""real life.""",VOY
492,3,23,Distant Origin,1998-11-15,8.5,2028,"A superior race, descended from Earth dinosaurs, discovers Voyager, but living proof of the controversial Distant Origin Theory goes against widespread doctrine.",VOY
493,3,24,Displaced,1998-11-22,7.4,1494,Voyager's crew is being replaced by strangers one by one and the replacements don't know why they are there.,VOY
494,3,25,Worst Case Scenario,1998-11-29,8.0,1666,"B'Elanna's discovery of a holonovel projecting a Maquis takeover of Voyager enthralls the crew, but a hidden edit could kill its mystery author.",VOY
495,3,26,Scorpion,1998-12-06,8.9,2153,"About to enter Borg space, Voyager finds a threat so devastating that even the Borg cannot deal with it.",VOY
496,4,1,"Scorpion, Part II",1998-12-20,8.9,2138,Voyager finds a solution to combat the invader of Borg space. All Captain Janeway asks is free passage through their territory and Voyager will share their knowledge.,VOY
497,4,2,The Gift,1998-12-27,7.9,1793,"As the crew works to remove impeding Borg technologies from Voyager, their Borg guest wants out while a crew member's telekinetic abilities become too big to contain.",VOY
498,4,3,Day Of Honor,1999-01-03,7.3,1565,"Needy alien refugees, who look upon Voyager's generosity as stingy, put Torres and Paris in a life-threatening situation during a crossroads in their relationship.",VOY
499,4,4,Nemesis,1999-01-03,6.8,1679,"Shot down by crossfire, Chakotay bonds with one faction in the midst of a war.",VOY
500,4,5,Revulsion,1999-01-17,7.3,1584,"Amidst promotions, added duties and shifts in relationships, Voyager responds to a distress call from a hologram, one who proves himself dangerously unsafe to be around.",VOY
501,4,6,The Raven,1999-01-24,7.5,1581,"PTSD strikes Seven of Nine, causing frightening visions and prompting her, under a panic attack, to seek the Borg Collective where no Borg exist.",VOY
502,4,7,Scientific Method,1999-01-31,8.0,1726,A string of bizarre illnesses afflicts the Voyager crew. The Doctor and Seven of Nine uncover a team of alien researchers existing out of phase performing medical experiments on the ship's crew.,VOY
503,4,8,Year Of Hell,1999-02-21,8.7,2166,Voyager comes across a Krenim timeship that's wiping whole species from existence to change the existing timeline.,VOY
504,4,9,"Year Of Hell, Part II",1999-03-07,8.6,2047,"A year after Voyager encounters the Krenim time ship, a badly damaged Voyager with a skeleton crew leads an armada of interplanetary ships against them.",VOY
505,4,10,Random Thoughts,1999-03-07,6.8,1511,"A telepathic race arrests B'Elanna for thinking violent thoughts that have begun to infect their peacefully enlightened, virtually crime-free society.",VOY
506,4,11,Concerning Flight,1999-04-11,6.7,1526,"After aliens raid Voyager, Janeway discovers her da Vinci holodeck character living independently at a trading post under the patronage of a shameless ""prince"" of thieves.",VOY
507,4,12,Mortal Coil,1999-04-25,6.8,1557,"Thanks to Seven of Nine, Neelix returns from the dead, but his lack of a glimpse of the afterlife brings about a severe crisis of faith.",VOY
508,4,13,Waking Moments,1999-05-09,7.6,1531,Nightmares herald the presence of an alien race who've mastered the dream state. Chakotay's experience in lucid dreaming seems Voyager's best hope of escaping a shared dream entrapment.,VOY
509,4,14,Message In A Bottle,1999-05-23,8.7,2201,"Using an alien communications net, Voyager sends their Doctor to the Federation ship USS Prometheus only to find that it has been taken over by Romulans.",VOY
510,4,15,Hunters,1999-05-23,7.7,1544,Voyager starts to receive news from home both good and bad. They also encounter the Hirogen race who only live to hunt and have their sights on Voyager.,VOY
511,4,16,Prey,1999-06-06,8.0,1599,"Helping a wounded Hirogen, Janeway finds that their prey has boarded Voyager, a member of species 8472.",VOY
512,4,17,Retrospect,1999-06-13,6.6,1601,Seven of Nine claims to have been assaulted by the arms trader who just sold new technology to Voyager.,VOY
513,4,18,The Killing Game,1998-09-07,7.6,1711,"After Voyager is captured by the Hirogens, the ship is turned into a massive holodeck so that the Hirogens can hunt members of the crew who have been fitted with new identities in various scenarios based upon Federation history.",VOY
514,4,19,"The Killing Game, Part II",1998-10-05,7.6,1618,Janeway seeks to retake her ship and crew from the Hirogens.,VOY
515,4,20,Vis À Vis,1999-09-12,6.6,1418,"Tom Paris befriends an amiable alien, unaware he's a serial form-exchanger who switches appearances and troubles with others without permission.",VOY
516,4,21,The Omega Directive,1998-04-15,7.4,1621,"Detection of an Omega particle puts all other priorities and Starfleet directives on hold. Janeway is duty-bound to destroy that particle above all else, but Seven objects.",VOY
517,4,22,Unforgettable,1999-09-19,6.3,1533,"An alien women from a closed world seeks asylum aboard Voyager, claiming she's been there before and that she and Chakotay were lovers, but no one remembers her.",VOY
518,4,23,Living Witness,1999-10-03,8.7,2200,"The Doctor awakens in the museum of an alien culture seven hundred years in the future, where Voyager is thought to have been a passing warship full of cold-blooded killers.",VOY
519,4,24,Demon,1999-10-10,7.1,1539,"Critically low on energy, Voyager limps to a hellish Y-class ""Demon"" planet for much needed deuterium. Harry and Tom beam down and make accidental contact with a gooey life form.",VOY
520,4,25,One,1998-05-13,8.1,1686,"Travel through a toxic nebula puts nearly all the Voyager crew in stasis, restricts the Doctor to sickbay, degrades the ship's systems and leaves Seven solely in charge.",VOY
521,4,26,Hope And Fear,1999-10-17,8.0,1645,A tough coded message from Starfleet with a promise of home and a helpful alien adept at cracking language patterns. The coincidence seems too convenient for Capt. Janeway.,VOY
522,5,1,Night,2000-01-23,7.7,1691,"Passing through a vast starless void, monotony hits the crew hard till a darkness species attacks, mistaking Voyager as an ally of a poisonous garbage freighter.",VOY
523,5,2,Drone,2000-01-30,8.6,2101,"Voyager investigates the birth of a nebula. Unfortunately, its intense blast wave catches an away mission shuttle, causing emergency beam out transporter signals to fuse the Doctor's mobile emitter with Seven's nanoprobes. The mobile emitter subsequently starts assimilating a science lab and assaults a crew member to create a new Borg drone built upon the emitter's twenty-ninth century technology.",VOY
524,5,3,Extreme Risk,2000-02-06,6.7,1528,"B'Elanna Torres secretly participates in several dangerous holodeck programs. The Voyager crew works around the clock to build the Delta Flyer, hoping to beat the Malon in retrieving a lost probe from the atmosphere of a gas giant.",VOY
525,5,4,In The Flesh,2000-02-13,7.8,1761,"The Voyager crew discovers Species 8472 training to pose as human beings in a recreation of Starfleet Headquarters, a prelude to infiltration.",VOY
526,5,5,Once Upon A Time,2000-02-20,6.2,1558,"Long-traumatized by the loss of his own family, Neelix balks at telling Naomi that her mother and others have gone missing on an away mission.",VOY
527,5,6,Timeless,2000-02-27,8.7,2205,"A miscalculation by Ensign Kim causes a fatal crash during Voyager's first test with slipstream travel. Fifteen years in the future, survivors Chakotay, Kim and The Doctor attempt to send a message back in time to prevent the tragedy.",VOY
528,5,7,Infinite Regress,2000-03-05,7.7,1652,Voyager comes in contact with Borg technology which causes Seven of Nine to display multiple personalities.,VOY
529,5,8,Nothing Human,2000-03-19,7.1,1587,"When an alien parasitically latches onto B'Elanna for survival, the Doctor calls upon a holographic Cardassian doctor for assistance, unaware he's a war criminal, thereby creating an ethical quandary.",VOY
530,5,9,Thirty Days,2000-03-26,7.1,1552,"In a letter to his father, Tom Paris tells the story of the events leading up to his demotion to Ensign and sentence to thirty days in Voyager's brig.",VOY
531,5,10,Counterpoint,2000-04-02,7.9,1787,Voyager passes through a sector of space controlled by a race which is deeply suspicious of telepathic lifeforms. Tuvok and others force the Voyager crew to develop a novel approach in order to pass through safely.,VOY
532,5,11,Latent Image,2000-04-09,8.3,1863,The Doctor discovers a profoundly personal mystery when evidence of performing surgery on Ens. Kim eighteen months ago arises - for which the Doctor has no memory.,VOY
533,5,12,Bride Of Chaotica!,2000-05-07,7.3,1793,"The Voyager crew encounters photonic life forms that mistake warmongering characters as real in Tom Paris' far-fetched ""Captain Proton"" holodeck program.",VOY
534,5,13,Gravity,2000-05-14,7.2,1573,"Stuck on a planet within a spacial ""sinkhole,"" Tom pressures Tuvok to take an alien woman who fancies him for his own.",VOY
535,5,14,Bliss,2000-06-04,7.7,1641,"The Voyager crew discovers what seems to be a wormhole leading to the Alpha Quadrant and home. Images of Earth and letters from home elates the crew of Voyager. Seven, and others, however, are skeptical of this seeming deliverance.",VOY
536,5,15,Dark Frontier,2000-06-11,8.5,1874,"Aboard the Delta Flyer, Janeway leads Tuvok, Paris and the Doctor on a rescue mission to retrieve Seven from the Borg Queen. whose treatment of Seven is markedly atypical.",VOY
537,5,16,The Disease,2000-06-25,6.6,1534,"Voyager encounters a group of xenophobic nomads, in space for 400 years, with serious ship-wide malfunctions. The offer to help leads to serious consequences.",VOY
538,5,17,Course: Oblivion,2000-07-16,7.6,1791,A slight respite seems to be in order but some mysterious force is affecting the very fabric of Voyager itself. To solve the mystery this crew must retrace their steps to see what went wrong.,VOY
539,5,18,The Fight,2000-07-23,5.0,1605,"As unseen aliens adjust his neural pathways, Chakotay recalls both boxing at the academy under groundskeeper Boothby's management and watching after his ""crazy old"" grandfather.",VOY
540,5,19,Think Tank,2000-07-30,7.6,1611,"As a relentless bounty hunter race closes in on Voyager, a sly alien think tank offers to devise a solution in exchange for a particular member of Voyager's crew joining them.",VOY
541,5,20,Juggernaut,2000-08-06,6.7,1410,"Voyager must prevent a toxic waste freighter from exploding, lethally contaminating a vast sector of space. Unfortunately, there could be an alien boogeyman aboard the heavily irradiated ship.",VOY
542,5,21,Someone To Watch Over Me,2000-08-13,8.1,1810,"As The Doctor guides Seven into the unfamiliar social realm of dating, Ambassador Neelix suffers an alien monk who overindulges.",VOY
543,5,22,11:59,2000-08-20,6.4,1584,"Capt. Janeway recalls her ancestor, Shannon O'Donnell, with great reverence, but historical records don't back up the family story.",VOY
544,5,23,Relativity,2000-08-27,8.5,1892,Captain Braxton of the Federation Timeship Relativity pulls Seven out of her time to help identify and diffuse a temporal bomb planted aboard Voyager.,VOY
545,5,24,Warhead,2000-09-03,7.1,1457,An alien weapon that possesses artificial intelligence links with the EMH program and begins to terrorize the crew.,VOY
546,5,25,Equinox,2000-09-10,8.3,1694,"Voyager discovers another Federation starship in the Delta Quadrant, one that's had a rougher time getting home, on its last legs, and harboring a dark secret.",VOY
547,6,1,"Equinox, Part II",2001-04-17,8.2,1756,"While trying to run down the Equinox and retrieve its captain, Chakotay fears Janeway becoming equally as unethical and corrupt, challenging his loyalty.",VOY
548,6,2,Survival Instinct,2001-05-08,7.6,1584,A forgotten past decision confronts Seven of Nine when she meets three ex-Borg former shipmates permanently mind-linked to one another.,VOY
549,6,3,Barge Of The Dead,2001-05-15,6.2,1553,"A brutal experience aboard a shuttle puts B'Elanna in touch with the Klingon afterlife, where the Barge of the Dead steers her towards Klingon hell along with her mother.",VOY
550,6,4,Tinker Tenor Doctor Spy,2001-05-29,8.5,2018,"An alien race, sizing up Voyager for a raid, taps into The Doctor's cognitive subroutines to make him their spy, unaware they're watching The Doctor's new daydreaming program.",VOY
551,6,5,Alice,2001-06-05,6.4,1510,"Voyager takes on a ""haunted"" hot rod alien spacecraft with a possessiveness artificial intelligence that jealously bonds with Tom Paris.",VOY
552,6,6,Riddles,2001-06-12,7.4,1553,Sudden contact with a cloaked and extremely xenophobic race leaves Tuvok brain damaged. Neelix puts himself in charge of his rehabilitation.,VOY
553,6,7,Dragon's Teeth,2001-06-19,7.6,1573,An encounter with aliens in a subspace corridor leads Voyager to take refuge on a radioactive planet with remnants of its civilization tucked underground in stasis chambers.,VOY
554,6,8,One Small Step,2001-07-10,7.7,1646,Voyager crosses paths with a rare spatial anomaly that swallowed an Earth ship orbiting Mars in 2032 (a discovery that calls for an away mission).,VOY
555,6,9,The Voyager Conspiracy,2001-07-17,7.5,1587,"Modifying her alcove to process several months of gathered data at a time turns Seven into a rampant conspiracy theorist. Meanwhile, Janeway deals with an alien scientist developing catapult technology.",VOY
556,6,10,Pathfinder,2001-07-24,8.4,1903,"On Earth, Barclay uses holograms to formulate a plan to open communications with Voyager.",VOY
557,6,11,Fair Haven,2001-07-31,6.2,1582,Capt. Janeway falls for an Irish barman character she modifies within Tom's holodeck Irish village recreational getaway for the crew called Fair Haven.,VOY
558,6,12,Blink Of An Eye,2001-08-14,9.0,2794,"Voyager becomes trapped in orbit of a planet where time passes rapidly, days within seconds, and enters the mythos of its indigenous people.",VOY
559,6,13,Virtuoso,2001-08-21,7.1,1623,The Doctor's singing talent is so appreciated by an alien species that he considers resigning his commission and staying on with his millions of adoring fans.,VOY
560,6,14,Memorial,2001-08-28,6.9,1490,Members of an away mission start dreaming about a species they have never seen before who are in a gruesome battle on an unknown planet.,VOY
561,6,15,Tsunkatse,2001-09-04,7.1,1577,"Seven of Nine and Tuvok are enslaved while on an away mission, with Seven forced to fight in gladiatorial competitions to the death.",VOY
562,6,16,Collective,2001-09-11,7.3,1523,"Several Borg children abduct Chakotay, Kim, Neelix and Paris.",VOY
563,6,17,Spirit Folk,2001-09-18,6.1,1530,"For the holographic inhabitants of Fair Haven, unworldly actions from Voyager personnel fit only one explanation - they're faerie folk.",VOY
564,6,18,Ashes To Ashes,2001-09-25,7.0,1536,"Voyager receives a former crewman, deceased, resurrected, genetically altered, unrecognizable, and glad to be ""home."" Meanwhile, looking after the Borg children exasperates Seven of Nine.",VOY
565,6,19,Child's Play,2001-10-02,7.6,1532,"When Icheb's parents are located, Seven of Nine should be overjoyed, but instead does not believe their tale of Icheb's original assimilation.",VOY
566,6,20,Good Shepherd,2001-10-09,7.1,1508,Three errant crewmen. What's Janeway to do? Take 'em on an away mission to see their colors true.,VOY
567,6,21,Live Fast And Prosper,2001-10-16,7.1,1441,"A trio of impostors give Voyager, Janeway, Tuvok, Chakotay and the Federation a bad name.",VOY
568,6,22,Muse,2001-10-23,6.7,1511,"An alien playwright discovers B'Elanna Torres, crash landed in the Delta Flier, and uses her and her logs as story material to please his patron.",VOY
569,6,23,Fury,2001-10-30,6.2,1519,"An incensed Kes returns to Voyager to travel back in time and abduct her younger self, inadvertently causing younger Tuvok to experience precognitive hallucinations.",VOY
570,6,24,Life Line,2001-11-06,8.1,1660,"The Doctor gets himself transmitted back to Federation space to treat his mortally ailing creator, Dr. Lewis Zimmerman. A clash of egos ensues.",VOY
571,6,25,The Haunting Of Deck Twelve,2001-11-13,7.1,1418,Neelix engages the four ex-Borg children in a ghost story to keep them calm during a ship-wide power shutdown.,VOY
572,6,26,Unimatrix Zero,2001-11-20,7.9,1527,"Simultaneously, as Voyager nears an alien outpost decimated by the Borg, Seven of Nine begins to dream vividly of an idyllic sanctuary where a few Borg can gather subconsciously - Unimatrix Zero.",VOY
573,7,1,Unimatrix Zero Part II,2001-11-27,7.9,1590,"Although captured, Capt. Janeway squares off with the Borg Queen after successfully introducing the Doctor's pathogen to the Borg Central Plexus. Supply the cure or watch thousands die.",VOY
574,7,2,Imperfection,2001-12-04,7.7,1552,"Seven of Nine's life is threatened when her cortical implants begin to degrade. Icheb wants to help her, but his proposition is very risky.",VOY
575,7,3,Drive,2001-12-11,7.0,1445,"Tom's sudden entry in an alien spacecraft race throws a wrench into B'Elanna's labored plans for a romantic holodeck getaway for two, threatening their relationship.",VOY
576,7,4,Repression,2001-12-18,6.6,1394,Security officer Tuvok investigates a strange series of attacks on Voyager directed at the former Maquis members.,VOY
577,7,5,Critical Care,2002-01-15,7.8,1540,"Stolen and sold off, The Doctor winds up enslaved at an alien hospital, where social status strictly defines the quality of provided health care.",VOY
578,7,6,Inside Man,2002-01-22,7.3,1445,Direct from Starfleet a hologram of Barclay arrives with instructions to get Voyager home within three days. The Doctor suspects that there is something wrong with the hologram.,VOY
579,7,7,Body And Soul,2002-01-29,7.9,1642,"To circumvent The Doctor's obliteration by photon-hating humanoids, Seven secretly becomes his bodily host. In turn, The Doctor's personality dominates.",VOY
580,7,8,Nightingale,2002-02-26,6.5,1366,"When the Delta Flyer comes to the aid of a medical transport, Harry Kim gets his first command.",VOY
581,7,9,Flesh And Blood,2002-03-05,7.6,1506,"Free from their pursuers, the leader of the holograms decides to continue the crusade against the organics in order to liberate all holograms, everywhere. The Doctor finally realises what he had done and comes up with a plan to redeem himself.",VOY
582,7,10,Shattered,2002-04-02,8.2,1741,Voyager encounters an energy field which leaves each section - and its crew - existing in a different time period.,VOY
583,7,11,Lineage,2002-04-09,7.0,1480,"Tom and B'Elanna are overjoyed about their coming child; however, B'Elanna soon starts to have unpleasant flashbacks about her difficult childhood.",VOY
584,7,12,Repentance,2002-04-16,7.3,1480,Voyager rescues a prison warden and a set of prisoners that are scheduled to be executed testing their own ethical beliefs.,VOY
585,7,13,Prophecy,2002-05-07,7.2,1436,"Voyager finds a multi-generational Klingon ship that left the Alpha Quadrant more than 100 years before. When they hear of B'Elanna's child, they claim it as their savior.",VOY
586,7,14,The Void,2002-05-14,7.9,1558,Voyager slips into a pocket of subspace where many other ships are trapped and must steal from each other to survive. Only with the help of other star ships can they all escape the void.,VOY
587,7,15,Workforce,2002-05-21,7.6,1480,Almost the entire Voyager crew has been abducted and brainwashed to serve as workers in a severely short-handed industrial alien society.,VOY
588,7,16,"Workforce, Part II",2002-04-28,7.7,1455,"While B'Elanna's memories slowly return aboard Voyager, Chakotay struggles to maintain his identity against the Quarren's Division 6.",VOY
589,7,17,Human Error,2002-06-04,7.2,1391,"Using the holodeck, Seven of Nine is trying to perfect her social skills to the point of becoming an obsession.",VOY
590,7,18,Q2,2002-06-11,7.3,1509,"When Q finds his rebellious son too much to handle, he brings him to Voyager in the hope that Captain Janeway can teach him responsibility and compassion.",VOY
591,7,19,"Author, Author",2002-06-18,7.9,1553,"The Doctor writes and publishes an incendiary holonovel that defames the crew, Paris' tampering offends the author, and The Doctor's rights fall into question.",VOY
592,7,20,Friendship One,2002-07-09,7.1,1407,"For the first time in seven years, Voyager gets a mission from Starfleet Command: retrieve the 21st century probe Friendship One from a nearby planet.",VOY
593,7,21,Natural Law,2002-07-16,7.1,1535,Chakotay and Seven of Nine's shuttle is crippled by an energy field and they crash on a planet inhabited by a primitive species.,VOY
594,7,22,Homestead,2002-07-23,7.7,1529,"Voyager finds a colony of Talaxians far from their home planet. When Neelix begins to bond with them, he makes a major decision.",VOY
595,7,23,Renaissance Man,2002-08-13,7.4,1442,The Doctor abducts and impersonates various members of the crew when the Captain is kidnapped.,VOY
596,7,24,Endgame,2001-05-23,8.5,2371,"Having long since made it home, an aged Admiral Janeway breaks Starfleet directives and temporal laws to take a last stab at an old enemy and shorten Voyager's journey home.",VOY
597,1,1,Broken Bow,2001-10-01,7.7,4440,"In the mid-22nd century, the Earth ship Enterprise is launched under the command of Captain Jonathan Archer. When the crew rescues an alien from a crashed spaceship, Earth gets its first look at the alien's race - the Klingons. Archer and his crew must walk a fine line as they attempt to communicate with the Klingon pilot, whose language is completely unknown, and whose homeworld wants him back. Is this the beginning of friendship...or interstellar war?",ENT
598,1,3,Fight or Flight,2001-10-03,7.0,1711,Captain Archer wants to convert curiosity into deeds and decides to enter a ship floating in space. Hoshi has trouble adjusting to life on Enterprise.,ENT
599,1,4,Strange New World,2001-10-10,7.0,1694,"Archer sends an away team to a habitable, luscious planet for observation. But when a storm occurs, the team begins to experience paranoid delusions.",ENT
600,1,5,Unexpected,2001-10-17,7.2,1736,"After helping to repair the warp drive on board of a Xyrillian ship, Trip notices a strange bulging on his arm.",ENT
601,1,6,Terra Nova,2001-10-24,6.5,1643,"Enterprise tries to find out what happened on Terra Nova, the first colonization attempt outside Earth's solar system.",ENT
602,1,7,The Andorian Incident,2001-10-31,8.0,1782,"Archer, Trip and T'Pol are captured by the Andorians at a Vulcan monastery on P'Jem. They believe that the monastery is being used to spy on Andoria.",ENT
603,1,8,Breaking the Ice,2001-11-07,7.1,1589,Enterprise discovers a comet which contains the very rare element eisilium. Then unexpectedly a Vulcan ship arrives. Captain Vanik tells they're interested in human behavior.,ENT
604,1,9,Civilization,2001-11-14,7.1,1599,T'Pol finds unusual neutrino readings on a planet with a preindustrial society.,ENT
605,1,10,Fortunate Son,2001-11-21,6.4,1522,"Enterprise is sent to help the freighter Fortunate after an attack. However, its first officer, Ryan, is hiding something.",ENT
606,1,11,Cold Front,2001-11-28,7.6,1584,"Enterprise has a group of aliens watching a stellar phenomenon on board. When the ship is miraculously saved from blowing up, crewman Daniels has an important message for Archer.",ENT
607,1,12,Silent Enemy,2002-01-16,7.5,1564,"After an attack by a mysterious ship, Archers orders Enterprise's return to Jupiter to install phase cannons; Hoshi makes plans for Malcolm's birthday.",ENT
608,1,13,Dear Doctor,2002-01-23,8.0,1755,"Phlox is asked to save the Valakians from annihilation by disease. However, he discovers something unusual about the Menk, another humanoid race on the planet.",ENT
609,1,14,Sleeping Dogs,2002-01-30,7.1,1461,Enterprise tries to rescue a Klingon ship from sinking into a gas giant.,ENT
610,1,15,Shadows of P'Jem,2002-02-06,7.7,1536,T'Pol is being recalled because of Enterprise's involvement in the destruction of the P'Jem sanctuary. She and Captain Archer are later kidnapped while visiting the planet Coridan.,ENT
611,1,16,Shuttlepod One,2002-02-13,7.3,1589,"While returning to Enterprise in Shuttlepod One, Trip and Reed see apparent evidence that the ship has been destroyed. With only days of oxygen left, they must find a way to survive long enough for rescue.",ENT
612,1,17,Fusion,2002-02-27,7.0,1488,"When Enterprise encounters a ship of Vulcan pilgrims, T'Pol is convinced by one of them to perform a Vulcan mind meld.",ENT
613,1,18,Rogue Planet,2002-03-20,6.5,1468,"Lieutenant Reed discovers a rogue planet, which has broken out of orbit and therefore is devoid of any light. Life is still possible in some places because heat is bubbling up from under the surface, but T'Pol doesn't detect any humanoid life. Further scans however give a strange energy reading which seems to be coming from a ship on the surface. After the crew has landed, they encounter the Eska. The Eska come from another planet and they say they are hunting for the drayjin, an animal considered a delicacy. When captain Jonathan Archer tries to sleep on the planet, ...",ENT
614,1,19,Acquisition,2002-03-27,7.5,1596,Almost the entire crew is left unconscious when four Ferengi pirates raid Enterprise. A still conscious Trip is the only one who can get rid of them.,ENT
615,1,20,Oasis,2002-11-02,7.0,1446,The crew of Enterprise searches for a seemingly abandoned ship on a desert planet.,ENT
616,1,21,Detained,2002-04-24,7.3,1430,Archer and Mayweather are captured by the Tandarans and placed in a Suliban internment camp.,ENT
617,1,22,Vox Sola,2002-05-01,6.7,1436,"A fibrous, web-like alien creature comes aboard the ship and several of the crew becomes entangled in it including Archer and Trip, and it seems Hoshi is the only one who can try to communicate with the creature.",ENT
618,1,23,Fallen Hero,2002-05-08,8.0,1530,"Enterprise is planning a trip to the relaxation planet Risa, when it gets an urgent request from the Vulcan High Command. They must pick up ambassador V'Lar who has fallen in disgrace. Apparently she misused her position during negotiations on the planet Mazar and has been evicted. After Enterprise picked up V'Lar and is on its way for a meeting with the Vulcan warship Sh'Ran, suddenly a Mazarite ship appears. They want V'Lar for further interrogating. When captain Archer wants to discuss it first with Starfleet Command, they open fire.",ENT
